ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
11, 14, 24, 12, 11, 11, 24, 2, 2, 11, 11, 22, 11, 11, 0, 11, 11, 6, 11, 11, 11, 15, 11, 12, 11, 11
11, 4, 27, 11, 11, 11, 6, 14, 15, 11, 11, 11, 11, 3, 11, 11, 11, 11, 11, 6, 11, 7, 11, 11, 11, 11
11, 24, 3, 10, 6, 4, 18, 11, 12, 3, 11, 11, 22, 11, 9, 8, 3, 11, 11, 2, 11, 11, 11, 11, 11, 11
11, 3, 16, 31, 11, 9, 12, 10, 11, 22, 11, 12, 22, 11, 11, 11, 11, 10, 11, 27, 11, 11, 11, 11, 11, 11
11, 8, 3, 15, 5, 4, 11, 8, 11, 11, 11, 5, 11, 3, 8, 11, 22, 11, 11, 11, 11, 11, 11, 11, 3, 11
11, 3, 24, 9, 27, 16, 22, 9, 11, 3, 10, 15, 11, 11, 11, 11, 11, 11, 11, 11, 27, 11, 22, 8, 11, 11
12, 8, 24, 28, 13, 18, 12, 19, 16, 8, 18, 12, 7, 12, 2, 28, 12, 0, 2, 12, 2, 12, 12, 2, 12, 12
12, 3, 0, 16, 8, 7, 0, 12, 11, 12, 12, 12, 12, 12, 12, 12, 16, 11, 2, 12, 2, 12, 0, 12, 12, 12
12, 0, 0, 16, 2, 22, 0, 12, 12, 12, 18, 11, 16, 12, 12, 2, 12, 12, 12, 16, 12, 12, 12, 12, 12, 12
12, 24, 1, 12, 18, 4, 8, 12, 12, 12, 12, 12, 16, 12, 12, 10, 12, 12, 12, 12, 12, 12, 16, 12, 12, 12
12, 25, 23, 12, 12, 27, 22, 12, 30, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 2, 2, 12, 12
12, 3, 20, 11, 6, 12, 12, 12, 30, 30, 12, 12, 16, 7, 12, 12, 11, 12, 12, 0, 30, 12, 12, 11, 12, 12
12, 2, 4, 7, 16, 6, 12, 0, 4, 7, 6, 3, 12, 12, 7, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
12, 7, 14, 4, 16, 0, 11, 12, 12, 12, 12, 12, 12, 2, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0, 12
12, 3, 7, 24, 18, 12, 12, 12, 8, 12, 16, 12, 11, 12, 12, 12, 12, 12, 12, 3, 14, 12, 12, 12, 12, 12
12, 3, 20, 19, 2, 12, 14, 12, 16, 11, 12, 12, 12, 12, 7, 12, 22, 12, 12, 8, 12, 12, 30, 16, 12, 12
12, 19, 20, 19, 12, 28, 12, 12, 0, 2, 12, 3, 12, 6, 12, 12, 12, 12, 12, 2, 8, 12, 12, 12, 12, 12
12, 21, 15, 22, 12, 15, 16, 6, 12, 0, 12, 12, 12, 12, 3, 16, 0, 12, 12, 0, 16, 12, 12, 12, 12, 12
12, 2, 28, 3, 12, 7, 16, 12, 16, 28, 12, 11, 12, 12, 12, 12, 14, 12, 12, 12, 12, 12, 3, 2, 12, 12
12, 21, 18, 16, 30, 14, 12, 14, 30, 0, 12, 18, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
12, 19, 9, 20, 8, 18, 12, 12, 12, 28, 12, 12, 12, 12, 2, 12, 14, 2, 12, 12, 0, 12, 12, 12, 12, 11
13, 29, 24, 30, 23, 11, 6, 11, 10, 11, 15, 13, 13, 13, 1, 10, 13, 13, 13, 13, 13, 13, 13, 7, 13, 13
13, 3, 3, 22, 18, 7, 7, 25, 10, 9, 13, 13, 13, 15, 21, 13, 13, 13, 3, 13, 10, 13, 10, 13, 15, 13
13, 5, 21, 27, 11, 10, 7, 13, 7, 13, 10, 13, 13, 13, 15, 5, 13, 13, 13, 5, 13, 13, 13, 13, 13, 13
13, 2, 5, 23, 11, 13, 15, 13, 5, 5, 29, 13, 13, 13, 7, 10, 13, 13, 10, 13, 13, 13, 13, 9, 13, 13
13, 29, 19, 29, 13, 9, 13, 7, 13, 13, 13, 13, 13, 13, 9, 10, 15, 13, 13, 13, 13, 10, 10, 13, 13, 13
13, 20, 28, 23, 13, 5, 13, 13, 13, 13, 13, 13, 10, 13, 13, 13, 13, 5, 13, 13, 13, 13, 13, 23, 13, 13
13, 27, 6, 22, 5, 13, 23, 10, 15, 24, 13, 13, 13, 13, 13, 13, 21, 10, 3, 5, 13, 13, 15, 13, 13, 9
13, 0, 29, 7, 15, 10, 30, 15, 29, 13, 13, 15, 13, 13, 9, 13, 15, 5, 13, 5, 13, 13, 13, 23, 13, 13
13, 2, 17, 13, 31, 9, 17, 13, 17, 13, 10, 19, 13, 13, 10, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13
13, 23, 23, 9, 13, 1, 21, 10, 7, 15, 13, 13, 10, 13, 13, 13, 13, 13, 13, 13, 15, 13, 13, 13, 13, 13
13, 7, 3, 7, 23, 26, 9, 17, 13, 5, 10, 13, 9, 13, 10, 13, 13, 13, 10, 13, 31, 13, 5, 13, 13, 19
13, 5, 17, 10, 13, 3, 10, 23, 11, 3, 24, 13, 13, 13, 13, 15, 13, 9, 13, 1, 13, 13, 13, 13, 13, 23
13, 29, 7, 26, 7, 7, 9, 23, 8, 13, 23, 13, 13, 31, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 9, 5
13, 13, 21, 19, 31, 15, 13, 13, 13, 10, 31, 29, 13, 13, 29, 13, 13, 9, 13, 13, 15, 13, 7, 13, 13, 5
13, 3, 9, 29, 18, 31, 19, 13, 10, 9, 23, 13, 13, 10, 13, 13, 13, 10, 13, 13, 13, 7, 7, 13, 13, 13
14, 4, 4, 17, 11, 0, 4, 22, 1, 14, 14, 14, 14, 22, 14, 14, 14, 6, 14, 14, 14, 14, 14, 14, 14, 0
14, 3, 4, 0, 28, 0, 1, 4, 14, 14, 22, 14, 14, 14, 14, 14, 0, 14, 14, 14, 14, 14, 14, 6, 14, 14
14, 0, 8, 14, 0, 25, 4, 12, 16, 30, 14, 14, 14, 14, 14, 14, 14, 6, 14, 14, 14, 14, 14, 1, 0, 14
14, 2, 13, 29, 14, 19, 3, 6, 14, 14, 14, 0, 25, 14, 1, 14, 0, 14, 14, 14, 6, 14, 6, 14, 14, 14
14, 28, 4, 10, 14, 14, 0, 14, 22, 12, 6, 14, 14, 22, 6, 14, 14, 14, 14, 14, 14, 0, 6, 1, 14, 14
14, 5, 2, 22, 9, 14, 14, 22, 14, 28, 0, 14, 1, 14, 14, 14, 14, 14, 14, 6, 14, 6, 14, 14, 14, 14
14, 20, 4, 22, 31, 16, 14, 1, 1, 0, 14, 14, 14, 11, 14, 14, 22, 14, 22, 14, 14, 14, 14, 14, 14, 14
14, 8, 4, 14, 2, 4, 14, 1, 14, 14, 9, 1, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 6
14, 8, 4, 28, 0, 0, 1, 1, 14, 10, 22, 6, 14, 6, 14, 14, 6, 14, 14, 1, 6, 14, 14, 14, 14, 14
14, 3, 22, 9, 14, 0, 20, 22, 22, 14, 14, 22, 14, 14, 14, 2, 14, 14, 14, 14, 14, 14, 14, 6, 14, 14
14, 4, 14, 14, 2, 22, 14, 14, 1, 25, 6, 14, 14, 14, 14, 14, 0, 14, 14, 14, 14, 14, 17, 6, 14, 14
14, 16, 0, 1, 12, 0, 6, 14, 14, 14, 14, 14, 14, 6, 14, 3, 14, 14, 6, 14, 14, 14, 14, 14, 14, 14
14, 21, 27, 0, 4, 1, 1, 14, 4, 14, 14, 14, 14, 14, 14, 12, 14, 14, 14, 25, 14, 14, 14, 14, 14, 14
14, 2, 17, 6, 8, 24, 0, 14, 14, 1, 14, 0, 6, 14, 14, 0, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14
14, 4, 14, 14, 1, 22, 0, 14, 0, 14, 9, 14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 1, 14, 14, 14, 14
15, 3, 7, 22, 28, 5, 24, 15, 21, 15, 26, 13, 3, 15, 31, 30, 31, 15, 15, 15, 15, 7, 13, 15, 15, 18
15, 16, 4, 13, 13, 15, 23, 18, 18, 18, 15, 15, 7, 15, 15, 5, 15, 15, 15, 3, 15, 15, 18, 5, 7, 15
15, 1, 31, 13, 31, 31, 11, 17, 15, 31, 7, 31, 15, 15, 15, 15, 15, 13, 15, 15, 15, 15, 15, 15, 15, 15
15, 0, 13, 12, 21, 26, 15, 24, 22, 15, 31, 15, 31, 15, 15, 15, 15, 15, 15, 7, 15, 15, 15, 15, 15, 15
15, 4, 31, 3, 19, 7, 11, 11, 12, 18, 30, 31, 13, 11, 5, 3, 13, 30, 15, 15, 15, 15, 15, 15, 15, 3
15, 21, 11, 13, 3, 5, 15, 30, 15, 15, 13, 11, 15, 15, 2, 13, 13, 7, 12, 15, 15, 31, 5, 18, 15, 15
15, 5, 13, 22, 5, 7, 15, 31, 9, 15, 5, 2, 31, 15, 31, 15, 15, 15, 3, 15, 15, 5, 11, 31, 13, 15
15, 7, 21, 19, 16, 2, 26, 11, 15, 15, 5, 31, 15, 15, 13, 15, 15, 7, 15, 15, 15, 31, 15, 11, 15, 15
15, 5, 31, 5, 10, 7, 15, 27, 15, 3, 15, 11, 3, 7, 10, 31, 31, 7, 15, 15, 10, 7, 15, 15, 15, 15
15, 8, 1, 3, 23, 13, 31, 30, 5, 19, 11, 15, 30, 7, 15, 15, 23, 15, 15, 15, 15, 15, 13, 18, 11, 15
15, 27, 7, 29, 5, 15, 11, 11, 30, 13, 15, 15, 15, 15, 15, 15, 15, 15, 31, 15, 15, 15, 15, 12, 7, 15
15, 7, 13, 13, 28, 28, 7, 31, 7, 15, 30, 13, 31, 19, 15, 15, 15, 15, 15, 5, 5, 7, 15, 15, 15, 15
15, 21, 5, 20, 24, 2, 3, 15, 25, 31, 7, 5, 19, 11, 7, 15, 15, 15, 31, 15, 31, 15, 15, 15, 3, 15
15, 31, 6, 31, 18, 5, 13, 31, 30, 31, 23, 13, 15, 15, 15, 30, 15, 5, 18, 15, 15, 15, 15, 18, 15, 31
15, 18, 31, 16, 26, 15, 31, 5, 3, 8, 15, 15, 15, 31, 15, 15, 15, 5, 31, 11, 15, 15, 15, 18, 15, 15
16, 2, 4, 16, 16, 16, 18, 18, 2, 8, 0, 16, 16, 16, 16, 16, 16, 16, 16, 0, 16, 4, 16, 16, 16, 16
16, 8, 11, 16, 4, 4, 4, 0, 14, 8, 16, 8, 16, 16, 0, 16, 16, 16, 16, 16, 16, 16, 16, 16, 8, 12
16, 4, 25, 4, 18, 6, 11, 0, 8, 16, 16, 2, 16, 16, 0, 16, 16, 16, 8, 16, 4, 16, 16, 16, 0, 16
16, 4, 22, 24, 22, 12, 4, 16, 0, 12, 16, 16, 16, 16, 0, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16
16, 4, 2, 4, 12, 24, 12, 0, 8, 16, 3, 16, 16, 16, 16, 16, 27, 16, 16, 16, 0, 16, 16, 16, 16, 16
16, 4, 26, 16, 16, 7, 12, 16, 4, 22, 0, 11, 0, 8, 16, 16, 16, 16, 16, 16, 2, 16, 16, 16, 16, 8
16, 3, 28, 4, 22, 0, 16, 4, 16, 22, 16, 16, 16, 16, 16, 8, 16, 16, 16, 16, 16, 16, 16, 8, 2, 16
16, 20, 4, 12, 16, 24, 16, 16, 0, 8, 4, 16, 16, 16, 8, 16, 4, 16, 16, 16, 16, 16, 16, 16, 16, 16
16, 20, 26, 16, 0, 24, 16, 2, 4, 16, 16, 8, 8, 0, 16, 16, 22, 4, 22, 16, 16, 16, 16, 16, 16, 16
16, 9, 16, 14, 4, 12, 22, 8, 18, 8, 16, 16, 16, 0, 16, 16, 16, 8, 16, 16, 16, 16, 16, 16, 16, 4
16, 22, 16, 2, 14, 8, 8, 8, 12, 2, 16, 16, 16, 16, 16, 16, 16, 16, 0, 8, 16, 16, 16, 8, 16, 16
16, 7, 8, 16, 4, 16, 22, 0, 16, 18, 16, 0, 8, 16, 16, 16, 16, 16, 8, 8, 16, 22, 8, 16, 16, 16
16, 14, 20, 16, 22, 16, 16, 8, 16, 16, 16, 16, 16, 0, 16, 16, 16, 16, 16, 16, 16, 8, 4, 16, 16, 8
16, 5, 4, 22, 18, 14, 16, 16, 8, 0, 28, 16, 0, 4, 8, 16, 16, 16, 4, 8, 16, 16, 8, 16, 16, 16
16, 4, 8, 4, 24, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 8, 8, 4, 4, 16, 8, 16
17, 5, 17, 5, 17, 28, 17, 17, 21, 17, 17, 10, 17, 17, 21, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
17, 4, 14, 27, 17, 1, 17, 17, 17, 17, 17, 17, 21, 17, 17, 19, 17, 5, 17, 17, 17, 17, 17, 17, 17, 17
17, 19, 19, 30, 17, 24, 14, 17, 22, 17, 17, 21, 17, 1, 21, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
17, 3, 25, 17, 17, 17, 19, 17, 1, 17, 1, 10, 17, 17, 17, 17, 17, 17, 17, 17, 19, 17, 17, 17, 17, 17
17, 16, 22, 26, 17, 17, 17, 21, 1, 17, 17, 17, 17, 17, 30, 21, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
17, 22, 14, 14, 19, 17, 17, 17, 19, 17, 17, 17, 17, 21, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
17, 28, 29, 21, 6, 17, 1, 21, 21, 21, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 19
17, 3, 25, 21, 19, 17, 28, 1, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
17, 0, 7, 0, 5, 25, 17, 17, 21, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 30, 21, 17, 17, 17
17, 9, 20, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
17, 18, 19, 21, 20, 26, 17, 17, 21, 17, 14, 21, 21, 17, 17, 17, 17, 17, 17, 17, 1, 17, 17, 17, 17, 17
17, 1, 21, 28, 17, 19, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 1, 17, 17
17, 0, 19, 14, 17, 10, 29, 17, 17, 17, 17, 21, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 1, 17, 17
17, 27, 4, 1, 17, 17, 17, 17, 17, 17, 17, 1, 17, 17, 30, 17, 21, 17, 17, 17, 17, 17, 21, 17, 17, 17
17, 5, 0, 22, 19, 21, 17, 17, 21, 17, 17, 28, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
18, 3, 4, 24, 2, 7, 18, 22, 18, 18, 18, 8, 18, 18, 8, 8, 2, 18, 18, 18, 18, 18, 18, 18, 18, 18
18, 4, 2, 24, 24, 9, 25, 18, 18, 7, 7, 18, 9, 8, 8, 8, 18, 2, 18, 18, 18, 8, 18, 18, 18, 18
18, 4, 10, 20, 22, 18, 8, 0, 18, 18, 18, 18, 2, 18, 8, 18, 8, 10, 18, 11, 18, 7, 18, 18, 18, 18
18, 2, 23, 20, 24, 24, 11, 8, 24, 22, 12, 7, 18, 18, 18, 18, 7, 18, 8, 7, 18, 18, 18, 8, 18, 18
18, 20, 31, 18, 18, 11, 18, 7, 18, 18, 7, 18, 18, 18, 18, 18, 8, 18, 18, 18, 18, 11, 18, 18, 18, 18
18, 13, 24, 23, 12, 24, 3, 7, 18, 7, 18, 7, 18, 18, 7, 18, 12, 7, 18, 18, 7, 8, 18, 7, 18, 18
18, 7, 16, 2, 7, 24, 24, 18, 18, 0, 18, 18, 8, 2, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
18, 13, 4, 18, 18, 25, 8, 18, 18, 18, 7, 18, 18, 18, 18, 8, 8, 8, 18, 18, 18, 18, 7, 18, 7, 18
18, 3, 2, 0, 18, 18, 18, 18, 18, 16, 18, 18, 18, 18, 8, 18, 18, 18, 18, 2, 9, 7, 7, 7, 18, 18
18, 18, 16, 18, 22, 12, 8, 18, 18, 18, 18, 18, 25, 2, 18, 18, 18, 7, 18, 18, 8, 18, 18, 18, 18, 18
18, 0, 20, 18, 13, 24, 27, 24, 7, 18, 18, 18, 8, 18, 8, 18, 18, 18, 18, 18, 18, 2, 18, 18, 18, 18
18, 16, 7, 18, 18, 8, 18, 16, 18, 18, 12, 8, 18, 7, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
18, 2, 2, 31, 22, 18, 8, 2, 9, 18, 8, 18, 18, 18, 18, 10, 18, 10, 7, 18, 18, 18, 18, 18, 18, 18
18, 7, 22, 12, 18, 10, 13, 8, 18, 11, 11, 18, 18, 7, 7, 18, 7, 18, 18, 18, 18, 18, 18, 18, 10, 18
18, 2, 2, 18, 18, 18, 8, 22, 18, 8, 2, 18, 18, 8, 18, 7, 18, 18, 8, 18, 2, 18, 18, 18, 8, 18
19, 27, 19, 19, 19, 17, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 17, 30, 19, 19, 19, 19
19, 5, 7, 19, 19, 19, 28, 26, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 27, 6, 17, 13, 19, 19, 19, 20, 30, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 5, 23, 4, 26, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 26, 3, 20, 19, 17, 17, 19, 13, 19, 19, 19, 19, 19, 19, 19, 19, 28, 19, 19, 19, 21, 19, 19, 19, 19
19, 21, 9, 20, 19, 19, 21, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 28, 23, 28, 23, 26, 19, 19, 15, 19, 19, 19, 19, 28, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 19, 14, 2, 3, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 4, 5, 29, 30, 29, 28, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 5, 19, 19, 19, 19, 19, 19, 19, 19
19, 19, 21, 31, 29, 30, 19, 19, 5, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 18, 8, 28, 17, 19, 30, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 4, 19, 4, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 6, 19, 23, 26, 30, 19, 19, 19, 30, 19, 17, 19, 19, 19, 19, 19, 30, 19, 19, 19, 19, 19, 19, 19, 19
19, 6, 28, 19, 29, 19, 19, 19, 19, 19, 30, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
19, 4, 24, 20, 17, 31, 19, 19, 19, 21, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
20, 20, 5, 24, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 20, 20, 26, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 20, 20, 17, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 20, 20, 20, 12, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 4, 3, 26, 29, 10, 20, 10, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 24, 31, 20, 0, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 4, 28, 20, 20, 20, 20, 20, 20, 20, 28, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 4, 20, 23, 23, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 23, 4, 26, 20, 20, 23, 20, 20, 20, 20, 12, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 20, 8, 20, 11, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 10, 1, 20, 26, 20, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 4, 20, 23, 20, 20, 23, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 16, 19, 16, 18, 20, 26, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 25, 4, 4, 17, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
20, 4, 24, 20, 20, 31, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
21, 10, 5, 21, 21, 17, 1, 21, 21, 30, 21, 21, 21, 5, 1, 21, 21, 21, 21, 21, 5, 21, 21, 21, 21, 21
21, 21, 17, 5, 17, 21, 13, 21, 21, 21, 21, 5, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 5
21, 27, 21, 5, 21, 21, 21, 21, 21, 21, 1, 21, 21, 21, 21, 21, 21, 21, 21, 21, 5, 1, 21, 21, 21, 5
21, 21, 25, 21, 21, 5, 21, 21, 14, 21, 21, 5, 21, 17, 21, 21, 21, 21, 21, 5, 21, 21, 21, 21, 5, 21
21, 6, 22, 1, 21, 17, 21, 21, 21, 13, 21, 21, 21, 21, 21, 17, 5, 21, 21, 21, 21, 21, 21, 21, 21, 21
21, 3, 21, 21, 1, 21, 21, 31, 21, 21, 21, 5, 21, 21, 21, 5, 21, 21, 21, 21, 5, 21, 21, 21, 21, 21
21, 13, 21, 21, 21, 21, 3, 21, 21, 21, 21, 1, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 5, 17
21, 21, 21, 13, 21, 21, 5, 21, 21, 21, 21, 21, 21, 21, 21, 1, 21, 21, 21, 21, 5, 21, 21, 17, 21, 21
21, 25, 18, 17, 31, 21, 17, 21, 21, 21, 21, 21, 17, 21, 21, 21, 21, 21, 21, 21, 5, 21, 21, 21, 21, 21
21, 21, 27, 26, 21, 21, 21, 1, 17, 26, 21, 21, 21, 21, 21, 17, 1, 21, 21, 17, 21, 21, 21, 21, 21, 21
21, 0, 25, 30, 30, 21, 30, 30, 21, 5, 17, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 5, 21, 21
21, 26, 3, 17, 21, 21, 21, 21, 21, 21, 1, 21, 21, 21, 21, 21, 5, 21, 21, 5, 21, 21, 21, 30, 21, 21
21, 21, 23, 21, 21, 21, 21, 17, 5, 21, 21, 21, 21, 21, 31, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
