ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
21, 7, 5, 6, 1, 21, 21, 17, 17, 21, 21, 21, 21, 21, 21, 21, 21, 21, 5, 21, 5, 5, 5, 17, 21, 21
21, 0, 21, 5, 21, 17, 21, 21, 5, 21, 21, 30, 5, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 5, 21
22, 2, 16, 25, 4, 12, 3, 22, 2, 9, 0, 22, 24, 22, 16, 8, 6, 14, 16, 0, 22, 6, 22, 22, 22, 6
22, 3, 25, 4, 0, 6, 22, 22, 6, 22, 22, 8, 22, 22, 22, 0, 14, 22, 22, 0, 2, 22, 22, 22, 0, 22
22, 27, 2, 16, 25, 22, 22, 8, 2, 22, 22, 9, 22, 8, 22, 2, 2, 14, 22, 6, 22, 22, 22, 22, 0, 22
22, 9, 5, 0, 25, 2, 16, 3, 11, 22, 14, 22, 9, 8, 0, 10, 22, 16, 22, 22, 6, 22, 22, 2, 22, 22
22, 3, 14, 14, 14, 28, 2, 2, 22, 22, 16, 22, 22, 11, 22, 22, 22, 6, 22, 22, 11, 0, 22, 0, 22, 0
22, 28, 20, 2, 25, 14, 16, 22, 12, 12, 0, 16, 8, 8, 16, 7, 8, 0, 22, 22, 22, 22, 22, 22, 22, 22
22, 3, 14, 8, 22, 16, 9, 6, 22, 6, 22, 22, 22, 22, 0, 22, 22, 22, 0, 8, 22, 22, 16, 6, 22, 22
22, 12, 26, 22, 22, 22, 22, 16, 9, 2, 22, 22, 0, 14, 22, 22, 16, 22, 0, 22, 22, 22, 22, 22, 22, 22
22, 4, 7, 4, 27, 14, 22, 22, 18, 14, 8, 6, 2, 22, 9, 6, 6, 2, 2, 2, 22, 22, 6, 22, 22, 22
22, 7, 25, 25, 2, 22, 22, 0, 0, 22, 6, 14, 11, 22, 22, 0, 22, 22, 0, 6, 6, 22, 22, 22, 22, 22
22, 6, 10, 16, 22, 16, 11, 17, 2, 18, 22, 0, 22, 7, 16, 0, 7, 22, 22, 6, 0, 22, 6, 22, 22, 22
22, 3, 3, 3, 27, 9, 22, 22, 22, 22, 22, 3, 22, 2, 2, 9, 22, 22, 9, 22, 22, 2, 22, 22, 22, 22
22, 4, 9, 30, 22, 12, 22, 22, 6, 22, 12, 6, 22, 6, 22, 22, 2, 9, 22, 22, 2, 22, 22, 22, 22, 2
22, 9, 4, 22, 12, 22, 22, 14, 0, 22, 6, 22, 2, 22, 22, 22, 22, 22, 3, 6, 22, 6, 22, 22, 6, 22
22, 4, 22, 28, 16, 22, 15, 1, 22, 22, 8, 6, 22, 2, 6, 22, 22, 22, 16, 2, 22, 22, 22, 3, 16, 22
23, 10, 23, 20, 20, 26, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 4, 23, 23, 20, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 24, 24, 18, 20, 5, 26, 23, 23, 23, 23, 13, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 15, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 28, 28, 26, 23, 23, 23, 23, 23, 23, 23, 23, 19, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 21, 23, 23, 23, 20, 23, 13, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 7, 26, 23, 23, 23, 13, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 23, 2, 23, 23, 18, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 20, 23, 28, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 31, 23, 23, 23, 23, 23, 23, 23, 23
23, 2, 3, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 23, 23, 19, 23, 23, 31, 23, 23, 23, 23, 23, 10, 23, 23, 26, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 31, 23, 23, 31, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 24, 23, 13, 23, 26, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 18, 25, 20, 23, 23, 26, 26, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
23, 23, 23, 23, 23, 23, 21, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23
24, 4, 0, 10, 24, 18, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 23, 6, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 2, 27, 24, 11, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 20, 22, 0, 8, 2, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 20, 5, 16, 24, 18, 24, 24, 24, 30, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 24, 14, 24, 24, 24, 24, 24, 24, 24, 10, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 3, 22, 4, 24, 24, 24, 24, 24, 24, 24, 16, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 24, 12, 18, 24, 24, 22, 24, 24, 24, 24, 24, 24, 24, 24, 24, 7, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 20, 31, 25, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 8
24, 6, 10, 16, 24, 24, 20, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 20, 2, 7, 24, 22, 9, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 7, 7, 8, 24, 22, 22, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 4, 24, 24, 24, 24, 10, 24, 24, 24, 24, 8, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 20, 9, 24, 24, 4, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
24, 7, 2, 24, 22, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
25, 12, 21, 22, 6, 6, 22, 25, 25, 25, 25, 25, 25, 25, 22, 25, 25, 25, 25, 25, 25, 25, 25, 25, 9, 25
25, 8, 19, 6, 14, 9, 9, 14, 25, 25, 25, 25, 25, 25, 25, 25, 14, 25, 25, 25, 25, 25, 25, 25, 25, 25
25, 31, 4, 25, 9, 11, 25, 18, 25, 14, 14, 25, 25, 9, 25, 5, 25, 14, 25, 25, 22, 25, 25, 25, 25, 25
25, 20, 28, 25, 21, 25, 18, 25, 25, 25, 25, 25, 6, 14, 25, 25, 25, 13, 25, 25, 25, 25, 25, 25, 25, 25
25, 4, 26, 24, 9, 18, 25, 21, 25, 3, 30, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25
25, 2, 25, 1, 22, 6, 25, 25, 25, 18, 25, 2, 25, 25, 25, 25, 25, 25, 25, 25, 22, 25, 25, 25, 25, 25
25, 12, 25, 18, 18, 11, 5, 25, 13, 11, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25
25, 25, 16, 5, 2, 8, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25
25, 9, 1, 0, 6, 3, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25
25, 6, 17, 22, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25
25, 4, 0, 27, 6, 22, 25, 11, 25, 25, 25, 25, 25, 3, 25, 5, 25, 10, 25, 9, 25, 25, 25, 25, 25, 25
25, 4, 3, 25, 25, 5, 11, 25, 22, 25, 12, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25
25, 13, 21, 25, 25, 1, 25, 22, 25, 8, 25, 25, 25, 25, 25, 25, 25, 25, 22, 25, 25, 25, 25, 25, 9, 25
25, 4, 1, 3, 12, 30, 25, 18, 25, 25, 25, 25, 25, 25, 25, 25, 25, 9, 25, 25, 25, 25, 25, 25, 25, 25
25, 2, 7, 27, 6, 2, 25, 25, 25, 25, 25, 22, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25
26, 16, 14, 15, 17, 26, 26, 26, 15, 26, 26, 26, 26, 26, 26, 26, 26, 26, 19, 26, 26, 26, 26, 26, 26, 26
26, 3, 3, 19, 26, 31, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 26, 18, 20, 23, 26, 26, 20, 26, 26, 10, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 4, 21, 24, 19, 26, 26, 26, 26, 26, 26, 26, 26, 26, 10, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 30
26, 1, 29, 26, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 17, 26, 26, 26, 26, 26, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 23, 26, 26, 26, 26
26, 23, 23, 23, 28, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 3, 27, 30, 26, 26, 26, 20, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 1, 4, 29, 13, 20, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 5, 4, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 26, 0, 23, 26, 26, 26, 31, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 14, 27, 26, 26, 26, 30, 26, 13, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 7, 23, 23, 19, 9, 26, 20, 13, 26, 20, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 0, 18, 19, 11, 26, 26, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
26, 9, 23, 26, 19, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 30, 26, 26, 26, 30, 26, 26, 26, 26
27, 4, 31, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 4, 5, 3, 12, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 28, 4, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 19, 19, 20, 24, 27, 22, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 7, 17, 10, 27, 16, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 23, 4, 2, 0, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 3, 25, 9, 23, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 27, 21, 27, 27, 15, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 16, 27, 26, 27, 27, 27, 9, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 5, 7, 20, 24, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 11, 27, 27, 27, 27, 27, 27, 27
27, 14, 24, 23, 6, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 18, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 11, 27, 27, 27
27, 4, 24, 18, 8, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 5, 16, 27, 27, 27, 12, 11, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
27, 2, 29, 9, 27, 27, 27, 27, 27, 18, 11, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27
28, 28, 17, 28, 12, 28, 28, 28, 28, 28, 12, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 27, 0, 28, 28, 28, 28, 14, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 20, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 20, 6, 29, 28, 28, 19, 28, 28, 28, 11, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 3, 4, 0, 28, 24, 28, 28, 28, 28, 28, 28, 30, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 5, 16, 26, 26, 28, 28, 28, 12, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 3, 23, 31, 4, 19, 12, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 29, 17, 20, 28, 19, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 20, 26, 23, 28, 28, 28, 6, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 4, 28, 28, 3, 28, 28, 28, 28, 28, 1, 12, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 28, 28, 20, 15, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 4, 20, 28, 20, 26, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 3, 12, 30, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 8, 3, 28, 28, 28, 19, 28, 28, 28, 28, 28, 28, 22, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
28, 23, 26, 16, 26, 19, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28
29, 16, 12, 29, 4, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 4, 20, 26, 13, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 26, 19, 29, 29, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 15, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 13, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 2, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 6, 4, 19, 13, 27, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 20, 29, 7, 23, 16, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 2, 20, 23, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 3, 16, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 15, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 10, 6, 29, 25, 28, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 1, 13, 29, 13, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 3, 29, 12, 26, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 6, 26, 14, 29, 29, 29, 29, 23, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 29, 10, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
29, 29, 27, 29, 29, 31, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
30, 4, 29, 29, 19, 17, 30, 30, 30, 30, 12, 30, 30, 30, 30, 30, 19, 30, 30, 30, 30, 30, 30, 30, 30, 17
30, 14, 23, 5, 20, 30, 30, 1, 21, 17, 17, 30, 12, 15, 30, 30, 17, 30, 30, 11, 1, 30, 30, 30, 30, 30
30, 4, 31, 13, 14, 1, 17, 30, 30, 21, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30
30, 1, 1, 14, 15, 30, 12, 7, 28, 19, 19, 30, 30, 30, 30, 3, 22, 30, 30, 14, 30, 30, 30, 30, 30, 17
30, 13, 22, 14, 4, 30, 17, 13, 30, 30, 12, 30, 30, 30, 19, 30, 30, 30, 19, 30, 30, 30, 19, 30, 30, 30
30, 4, 19, 2, 3, 1, 15, 19, 3, 11, 30, 30, 10, 30, 7, 30, 30, 30, 30, 17, 30, 30, 30, 30, 30, 30
30, 29, 4, 19, 17, 9, 30, 30, 30, 1, 30, 30, 3, 3, 30, 30, 30, 30, 30, 30, 30, 30, 15, 30, 30, 30
30, 1, 10, 28, 18, 30, 17, 12, 22, 30, 19, 14, 30, 28, 15, 30, 30, 30, 30, 30, 19, 30, 30, 30, 15, 30
30, 22, 15, 12, 17, 21, 5, 12, 30, 30, 5, 30, 30, 5, 30, 30, 30, 11, 30, 30, 30, 30, 30, 30, 30, 30
30, 21, 31, 31, 19, 2, 3, 15, 17, 30, 30, 5, 30, 30, 30, 30, 19, 30, 30, 30, 30, 1, 30, 17, 12, 30
30, 1, 5, 5, 4, 3, 30, 23, 17, 30, 13, 30, 30, 30, 30, 1, 30, 30, 30, 30, 30, 30, 30, 30, 3, 15
30, 3, 26, 20, 19, 15, 11, 29, 30, 5, 5, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 3, 30
30, 0, 21, 30, 30, 3, 17, 30, 30, 19, 30, 30, 30, 30, 30, 19, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30
30, 21, 20, 6, 3, 30, 1, 30, 3, 17, 1, 30, 30, 3, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30
30, 26, 9, 16, 17, 9, 30, 1, 30, 15, 15, 10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30
31, 5, 19, 31, 31, 31, 31, 21, 31, 31, 31, 31, 31, 21, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
31, 21, 31, 31, 31, 15, 31, 31, 31, 11, 31, 31, 31, 15, 15, 31, 15, 31, 31, 31, 31, 31, 15, 31, 31, 31
31, 31, 28, 31, 31, 31, 31, 31, 31, 5, 31, 30, 31, 15, 31, 31, 31, 31, 15, 31, 31, 31, 31, 31, 31, 31
31, 31, 31, 5, 31, 26, 31, 31, 31, 31, 31, 12, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
31, 28, 31, 23, 30, 5, 31, 31, 31, 31, 31, 13, 31, 31, 22, 31, 31, 15, 31, 31, 31, 31, 31, 31, 31, 5
31, 28, 13, 31, 29, 31, 31, 13, 31, 31, 15, 15, 31, 31, 31, 31, 5, 31, 11, 31, 31, 31, 31, 31, 31, 31
31, 27, 23, 18, 19, 17, 5, 31, 13, 30, 31, 13, 19, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
31, 3, 7, 7, 13, 31, 31, 31, 31, 15, 31, 31, 31, 31, 31, 15, 31, 31, 31, 15, 31, 31, 31, 31, 31, 15
31, 23, 18, 13, 31, 31, 31, 15, 31, 31, 31, 31, 31, 31, 31, 31, 31, 26, 31, 31, 31, 31, 15, 31, 31, 31
31, 21, 27, 19, 31, 13, 21, 31, 13, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 15, 31, 31, 19, 13, 31
31, 5, 21, 15, 31, 15, 23, 31, 27, 31, 5, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 15, 31, 31, 31, 31
31, 2, 11, 31, 23, 21, 31, 31, 31, 31, 31, 31, 31, 15, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
31, 21, 31, 5, 5, 31, 31, 15, 31, 31, 31, 31, 31, 15, 31, 31, 31, 31, 31, 31, 31, 15, 31, 31, 31, 31
31, 19, 3, 23, 9, 31, 31, 13, 31, 5, 21, 31, 5, 31, 31, 23, 31, 31, 31, 31, 31, 31, 31, 15, 31, 31
31, 21, 12, 2, 23, 13, 31, 31, 31, 31, 31, 31, 15, 31, 31, 15, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31

